id,transaction_date,amount,created_at
57,2022-06-23,1604.68,2021-05-08
58,2022-12-21,38.38,2022-01-18
59,2021-04-29,2986.29,2021-01-06
60,2023-03-25,1710.70,2023-07-22
61,2022-11-15,4374.46,2021-08-31
62,2021-09-12,1837.17,2022-08-16
63,2023-06-29,2269.69,2022-03-26
64,2021-06-29,121.43,2023-07-28
65,2021-08-21,1835.45,2023-04-26
66,2022-12-30,2588.79,2022-09-19
67,2021-10-05,2893.25,2022-09-02
68,2022-03-16,3004.90,2021-04-04
69,2021-12-09,1425.06,2021-11-04
70,2023-02-24,1520.50,2021-01-19
71,2023-10-14,356.93,2021-02-01
72,2022-04-10,854.09,2021-05-31
73,2021-02-17,-823.61,2023-12-19
74,2023-05-23,-304.51,2021-12-03
75,2023-01-19,4141.27,2021-10-15
76,2021-05-08,1880.35,2023-07-16
77,2023-05-04,262.67,2021-07-01
78,2021-12-02,431.58,2022-08-09
79,2023-12-03,3671.24,2022-09-24
80,2023-10-29,-714.62,2021-11-21
81,2023-05-27,-182.39,2022-08-17
82,2021-05-13,4713.06,2023-01-21
83,2022-01-17,472.52,2021-10-08
84,2021-09-22,2972.53,2022-09-20
85,2021-10-21,2902.14,2023-06-01
86,2023-04-23,-22.35,2021-04-03
87,2023-05-17,2608.24,2023-01-06
88,2021-01-23,3609.51,2021-02-11
89,2022-08-20,2714.88,2023-08-24
90,2023-11-14,3848.62,2022-05-01
91,2021-02-16,3324.47,2022-12-05
92,2022-12-14,271.77,2023-06-06
93,2023-01-13,1555.34,2023-05-09
94,2023-10-10,205.52,2023-12-12
95,2022-03-18,-716.48,2023-09-07
96,2023-06-22,3487.27,2022-09-19
97,2023-04-14,-180.81,2021-02-24
98,2023-08-06,3885.68,2023-06-12
99,2022-08-08,-276.18,2021-02-27
100,2023-09-12,2742.71,2022-08-14
101,2021-01-07,-567.54,2021-10-07
102,2023-07-01,-118.11,2022-02-04
103,2021-03-02,-80.00,2021-05-13
104,2023-06-19,4187.83,2022-01-08
105,2023-03-26,1954.13,2022-05-10
106,2022-12-15,1155.18,2022-08-06
107,2022-12-24,2857.04,2023-02-03
108,2021-08-09,1916.01,2023-09-11
109,2021-12-19,2353.11,2023-08-26
110,2022-06-10,2774.65,2021-08-23
111,2023-06-02,4908.42,2022-05-16
112,2023-05-10,4269.77,2022-12-01
113,2023-05-14,3412.11,2023-09-26
114,2021-05-28,454.29,2022-04-05
115,2023-01-31,-394.95,2022-05-20
116,2022-12-08,-847.68,2022-05-01
117,2022-06-10,2908.51,2022-08-12
118,2023-10-01,2481.68,2023-06-21
119,2023-10-07,2252.20,2022-03-27
120,2023-10-10,2370.50,2021-06-01
121,2023-02-10,2498.07,2023-01-28
122,2021-05-07,4213.12,2023-04-20
123,2022-02-02,1598.95,2021-01-29
124,2023-03-25,4800.42,2022-04-28
125,2021-05-08,830.73,2021-04-09
126,2021-10-27,2230.11,2023-02-13
127,2022-12-31,3218.31,2022-12-05
128,2022-08-10,969.94,2021-09-13
129,2022-08-25,3646.75,2021-06-29
130,2022-02-11,3060.57,2023-09-20
131,2021-03-22,4117.14,2022-05-07
132,2021-09-16,3701.63,2021-10-01
133,2021-05-08,1283.04,2022-07-25
134,2023-03-14,1652.89,2023-11-04
135,2022-10-09,2.13,2021-02-23
136,2022-02-18,3180.15,2022-03-10
137,2022-10-04,3040.60,2023-11-26
138,2022-07-23,-746.76,2021-11-24
139,2023-05-03,998.79,2023-09-25
140,2023-11-17,2923.46,2021-10-14
141,2022-08-21,2786.40,2022-02-14
142,2023-04-22,4791.86,2022-10-19
143,2023-03-19,4821.16,2023-11-26
144,2021-08-25,4760.22,2021-11-10
145,2022-01-29,4025.16,2021-05-03
146,2023-05-28,1380.74,2023-09-04
147,2021-06-21,4917.65,2023-12-22
148,2021-07-03,4447.86,2022-11-30
149,2021-04-11,-596.31,2021-05-17
150,2021-11-16,1077.31,2023-06-25
151,2023-12-28,-780.33,2021-04-11
152,2023-08-14,-373.10,2023-02-26
153,2023-01-10,60.91,2021-03-03
154,2023-04-14,1259.31,2023-11-18
155,2023-08-13,1680.34,2022-10-11
156,2022-01-31,-765.09,2022-02-19
157,2022-06-16,3892.56,2021-08-08
158,2021-01-19,2131.30,2022-11-30
159,2021-01-18,524.52,2023-05-25
160,2023-12-16,782.42,2023-06-08
161,2023-08-05,1472.63,2021-07-10
162,2022-10-07,2669.60,2023-12-06
163,2021-02-08,1881.47,2023-01-29
164,2022-10-15,3417.53,2021-04-26
165,2023-11-25,2066.87,2023-03-19
166,2021-02-15,3153.04,2022-11-09
167,2023-03-09,3907.26,2023-02-15
168,2021-06-24,1206.25,2023-08-15
169,2022-05-06,1381.61,2023-10-23
170,2021-08-02,976.26,2023-10-01
171,2023-11-25,-64.68,2022-07-05
172,2022-11-08,78.96,2021-09-24
173,2022-04-13,-690.20,2023-11-09
174,2022-12-31,-977.93,2023-04-01
175,2023-11-16,-386.70,2023-06-12
176,2021-03-01,-509.27,2022-08-10
177,2023-07-19,2936.66,2022-11-16
178,2023-09-27,3281.18,2023-05-20
179,2021-10-13,2159.05,2021-01-30
180,2021-10-08,4405.80,2022-06-07
181,2022-07-23,3947.89,2023-12-20
182,2023-05-05,-217.27,2021-08-13
183,2023-10-22,787.37,2023-08-01
184,2023-12-06,3171.55,2023-05-21
185,2023-06-08,-420.46,2022-06-29
186,2021-10-13,2016.82,2021-11-04
187,2022-04-14,303.03,2022-09-07
188,2022-01-20,1901.43,2023-06-07
189,2023-01-05,2598.12,2023-04-30
190,2023-01-07,1689.91,2023-09-28
191,2021-09-04,1766.03,2022-12-25
192,2023-06-12,631.16,2021-09-12
193,2023-08-17,1913.55,2022-07-03
194,2022-04-29,-600.62,2023-04-30
195,2022-05-26,2760.39,2022-07-24
196,2022-11-05,22.83,2022-09-29
197,2021-03-06,2165.99,2021-11-21
198,2022-06-28,361.28,2023-09-09
199,2022-12-06,3027.31,2021-03-29
200,2023-09-12,-915.63,2023-08-08
201,2022-10-24,2384.86,2023-03-09
202,2022-06-24,266.04,2021-10-06
203,2023-08-03,4882.96,2022-06-05
204,2023-11-17,4836.63,2021-11-14
205,2021-04-18,4252.22,2023-04-25
206,2023-10-24,-608.28,2022-04-01
207,2022-10-01,3511.66,2021-09-10
208,2022-11-12,3485.44,2021-02-14
209,2021-07-29,4385.47,2022-10-05
210,2021-02-21,1027.16,2023-08-30
211,2023-09-02,3255.07,2023-11-25
212,2023-08-20,911.27,2022-09-01
213,2022-02-03,-792.89,2022-04-18
214,2021-05-29,-343.50,2021-12-14
215,2022-07-31,3452.86,2023-11-06
216,2022-11-10,2802.24,2023-04-10
217,2021-03-01,1178.49,2023-04-26
218,2023-01-22,351.52,2022-09-25
219,2021-09-23,4927.61,2023-12-18
220,2022-06-10,3112.40,2023-08-23
221,2021-10-20,3845.02,2021-05-29
222,2022-08-05,2650.63,2023-07-09
223,2022-12-23,1073.87,2022-11-13
224,2022-10-17,531.52,2022-03-01
225,2023-04-26,529.79,2023-08-24
226,2023-10-08,1004.20,2021-01-15
227,2021-05-11,835.00,2022-12-14
228,2021-01-21,1949.55,2021-07-17
229,2021-06-06,3677.86,2022-07-04
230,2022-07-03,3186.09,2022-12-20
231,2021-04-29,336.11,2023-09-09
232,2021-03-18,4994.21,2021-10-07
233,2021-08-22,757.66,2022-04-22
234,2022-01-07,-525.86,2022-04-01
235,2022-06-06,-479.17,2023-04-16
236,2021-04-14,2160.53,2021-11-18
237,2024-01-01,693.00,2023-05-12
238,2021-03-01,-699.24,2022-02-02
239,2021-02-07,4180.86,2021-10-16
240,2021-07-06,4577.91,2021-12-16
241,2021-02-11,794.77,2021-05-01
242,2023-01-21,-285.09,2022-08-08
243,2023-10-25,3630.33,2021-01-30
244,2021-11-26,937.26,2021-02-12
245,2023-03-13,3454.65,2023-11-06
246,2021-05-07,2278.47,2023-07-10
247,2023-06-16,1692.44,2021-05-31
248,2022-08-01,-630.47,2023-02-07
249,2023-02-09,-45.89,2022-07-19
250,2022-11-06,-735.91,2021-06-16
251,2022-06-04,2985.27,2022-03-22
252,2022-11-26,2450.11,2023-04-17
253,2021-03-03,4569.64,2021-01-14
254,2022-12-04,4409.17,2021-03-19
255,2022-07-02,-418.24,2021-01-28
256,2022-03-29,2696.43,2022-11-08
257,2022-09-16,4557.67,2021-02-23
258,2023-10-24,2535.08,2022-11-07
259,2021-04-13,2903.06,2022-07-27
260,2023-10-11,169.43,2023-09-15
261,2022-08-28,4310.89,2021-07-25
262,2021-09-02,2233.98,2021-01-05
263,2023-10-08,2875.67,2022-08-13
264,2021-09-10,4662.88,2021-08-18
265,2021-03-03,3257.44,2022-07-29
266,2023-04-03,522.78,2022-11-28
267,2021-03-31,2280.20,2023-04-19
268,2021-03-09,690.22,2021-12-08
269,2022-12-03,4350.81,2021-03-22
270,2023-06-22,4796.65,2023-07-10
271,2023-06-01,4610.62,2023-06-09
272,2023-03-06,-860.34,2023-12-01
273,2021-07-23,2144.24,2021-09-06
274,2022-10-23,2094.30,2022-08-30
275,2023-11-08,3530.86,2023-05-11
276,2023-12-24,3565.80,2022-06-11
277,2023-03-01,1249.64,2021-08-29
278,2023-12-03,4470.59,2021-09-11
279,2023-04-15,-104.44,2022-03-08
280,2022-12-26,-747.04,2021-11-22
281,2022-02-19,2006.10,2022-07-20
282,2023-08-20,4117.89,2022-04-11
283,2021-12-07,1175.07,2022-05-28
284,2021-12-11,2172.92,2023-10-07
285,2023-10-12,2758.92,2023-06-23
286,2021-02-05,4216.85,2023-06-06
287,2021-03-15,314.10,2022-05-06
288,2022-08-09,1988.18,2021-12-31
289,2021-01-01,1140.03,2021-10-02
290,2023-05-10,4985.76,2023-12-06
291,2022-06-13,4708.68,2022-11-18
292,2023-02-18,59.21,2021-09-26
293,2022-10-18,495.23,2021-02-08
294,2023-05-26,-714.10,2023-02-21
295,2021-06-10,-613.08,2022-01-07
296,2021-03-15,4265.44,2021-06-08
297,2021-01-05,2750.72,2021-11-06
298,2022-08-15,4691.47,2021-03-12
299,2023-04-22,-827.18,2022-06-08
300,2021-02-22,-838.67,2022-03-12
301,2023-07-09,1.33,2022-01-12
302,2022-07-16,3163.26,2022-04-06
303,2022-08-31,4891.73,2023-05-10
304,2022-11-12,3535.34,2022-06-11
305,2021-02-09,3676.17,2023-05-22
306,2021-10-29,2342.08,2022-08-27
307,2022-08-10,-953.27,2022-06-30
308,2022-08-29,4476.06,2023-08-21
309,2021-05-30,3528.19,2021-05-03
310,2021-08-29,2929.03,2023-05-18
311,2023-09-21,1784.92,2021-10-10
312,2023-05-08,943.53,2023-05-23
313,2021-09-08,1963.88,2022-12-05
314,2022-04-07,1055.39,2021-02-18
315,2022-11-20,578.45,2022-08-17
316,2021-06-05,-137.66,2023-02-09
317,2021-10-25,2463.59,2023-02-08
318,2022-10-28,-453.61,2022-08-16
319,2021-03-07,628.58,2023-08-20
320,2021-11-14,694.50,2021-05-17
321,2022-03-01,335.83,2022-03-19
322,2021-07-15,3300.48,2022-07-02
323,2021-10-17,1051.38,2021-07-04
324,2021-03-10,668.71,2021-10-17
325,2022-11-09,4174.47,2021-05-02
326,2022-01-20,4346.30,2022-11-12
327,2023-11-03,4347.92,2023-03-14
328,2022-07-09,3340.93,2021-08-28
329,2022-12-20,-426.22,2022-09-19
330,2023-12-08,3462.25,2023-09-17
331,2023-05-13,-309.96,2021-03-17
332,2023-12-22,4529.05,2023-09-04
333,2021-03-06,-703.49,2023-10-20
334,2022-01-25,4583.42,2023-08-05
335,2021-02-12,-895.75,2023-10-06
336,2023-08-29,2400.73,2021-07-21
337,2022-11-26,299.07,2021-01-29
338,2021-11-24,4069.09,2023-11-27
339,2022-09-16,2946.85,2023-01-26
340,2022-12-19,-38.60,2023-03-15
341,2022-11-27,2991.66,2021-01-23
342,2021-03-09,2704.32,2023-05-15
343,2021-03-09,3836.16,2023-04-15
344,2022-02-15,4364.52,2022-04-23
345,2023-07-22,2168.85,2023-03-31
346,2022-07-26,2182.86,2022-01-03
347,2021-07-11,2298.90,2023-12-13
348,2021-08-14,-491.81,2021-11-11
349,2023-03-11,633.20,2023-12-04
350,2023-07-11,902.85,2022-06-14
351,2022-12-01,-887.35,2023-06-24
352,2021-12-17,-444.39,2022-10-23
353,2022-11-26,526.16,2022-11-08
354,2023-01-09,2341.17,2022-08-12
355,2021-09-05,2528.29,2022-09-25
356,2023-03-12,3820.49,2023-02-09
357,2023-12-04,2237.55,2022-08-14
358,2022-10-12,4753.63,2021-11-13
359,2022-04-05,3246.64,2021-06-03
360,2021-04-22,1452.27,2022-01-21
361,2023-05-14,121.63,2023-01-08
362,2022-06-26,352.63,2021-07-05
363,2021-08-08,-700.28,2023-08-29
364,2023-05-12,1864.48,2022-08-10
365,2023-09-01,992.37,2021-05-21
366,2021-05-01,4859.12,2022-02-13
367,2021-05-28,2276.50,2023-03-03
368,2021-08-02,3257.12,2023-02-12
369,2023-05-02,2983.11,2023-05-19
370,2021-04-14,3101.30,2022-05-10
371,2021-08-19,-816.83,2022-03-12
372,2022-05-27,4997.64,2021-07-13
373,2023-03-11,-576.34,2022-05-09
374,2023-05-28,4222.61,2023-02-27
375,2023-07-11,2816.42,2023-08-20
376,2023-07-24,1464.98,2023-05-27
377,2023-05-29,-735.23,2022-11-05
378,2022-12-22,1472.03,2021-06-11
379,2023-10-17,1783.60,2022-11-22
380,2023-06-28,1452.72,2022-09-01
381,2021-03-07,-73.17,2023-06-30
382,2022-09-11,4175.72,2023-01-17
383,2023-08-29,2757.60,2021-09-28
384,2023-12-09,2563.64,2021-05-25
385,2021-10-04,298.44,2021-11-13
386,2021-12-28,-990.51,2021-09-28
387,2023-05-07,1504.91,2023-05-16
388,2022-12-07,595.12,2021-01-31
389,2021-01-30,4666.71,2022-07-01
390,2021-11-14,4241.66,2023-02-11
391,2022-03-05,789.24,2023-06-09
392,2021-08-24,2586.37,2023-01-01
393,2022-04-02,1892.41,2023-09-19
394,2023-08-08,92.74,2022-03-30
395,2021-04-08,-493.65,2022-03-27
396,2023-10-18,465.35,2021-07-16
397,2023-04-03,1483.22,2023-05-05
398,2021-06-11,-583.49,2022-11-28
399,2021-04-17,2182.97,2021-03-11
400,2023-09-15,3900.97,2023-07-17
401,2021-05-27,1123.05,2022-07-28
402,2021-09-03,8.82,2023-07-04
403,2021-12-20,-238.07,2022-12-17
404,2022-11-11,327.80,2021-12-08
405,2023-07-27,-180.65,2022-09-06
406,2021-11-16,-589.20,2022-02-22
407,2022-10-21,406.04,2021-09-18
408,2021-06-25,1298.26,2023-03-17
409,2021-06-30,4101.97,2022-08-07
410,2022-09-27,-83.61,2022-11-25
411,2021-09-22,-306.88,2021-05-07
412,2023-06-14,-27.89,2022-08-16
413,2023-07-22,18.98,2021-08-13
414,2022-06-04,3367.07,2023-09-04
415,2021-06-15,1221.06,2021-11-18
416,2022-11-21,589.52,2023-09-07
417,2023-08-14,1200.27,2022-01-24
418,2023-06-27,169.32,2021-05-28
419,2021-05-16,4272.58,2021-03-27
420,2023-10-27,3676.01,2021-05-31
421,2023-05-22,1198.98,2021-01-08
422,2022-09-27,1201.31,2023-09-24
423,2022-04-29,-19.09,2021-04-12
424,2023-02-16,195.09,2021-03-09
425,2022-11-26,3524.15,2022-02-05
426,2023-06-26,3969.84,2022-01-20
427,2022-10-28,536.82,2021-02-13
428,2022-01-09,670.00,2023-10-01
429,2022-10-21,-751.33,2021-03-24
430,2023-03-02,-730.79,2022-11-30
431,2023-11-27,1845.54,2023-08-04
432,2023-08-24,-563.72,2021-04-10
433,2023-08-13,300.49,2023-01-15
434,2021-10-12,2077.20,2022-10-11
435,2022-03-19,2775.82,2022-05-26
436,2021-01-02,1113.74,2023-01-08
437,2021-10-03,2987.83,2023-08-30
438,2022-06-18,-548.86,2021-05-10
439,2022-09-20,2057.29,2023-03-01
440,2023-07-29,4592.63,2022-07-25
441,2023-10-04,3388.22,2022-05-22
442,2023-03-22,4231.67,2023-02-24
443,2021-08-25,2790.00,2021-11-09
444,2023-05-01,-155.97,2021-01-25
445,2022-02-27,4541.70,2022-09-11
446,2023-02-27,4941.01,2023-09-07
447,2021-09-18,2029.55,2021-06-28
448,2021-10-07,104.08,2021-06-06
449,2023-06-02,2994.02,2023-02-06
450,2023-10-30,1900.61,2022-09-11
451,2023-11-03,2651.58,2022-07-19
452,2023-04-07,-908.80,2021-01-29
453,2022-11-12,510.34,2022-11-19
454,2022-11-13,3101.06,2023-08-02
455,2022-05-09,1964.73,2023-11-21
456,2021-04-21,-390.62,2023-10-20
457,2022-12-05,2677.73,2022-08-30
458,2021-04-16,4231.45,2022-03-08
459,2023-07-05,4236.98,2022-07-19
460,2021-11-29,4697.91,2022-05-16
461,2022-05-24,1804.50,2021-10-13
462,2023-11-05,4849.87,2022-05-06
463,2022-02-12,-441.36,2023-01-01
464,2023-02-12,2891.45,2022-08-19
465,2023-01-03,-426.48,2023-09-05
466,2021-11-09,1318.98,2023-05-04
467,2023-09-08,331.73,2022-01-19
468,2023-04-12,4804.05,2021-01-16
469,2022-03-06,2191.68,2022-12-25
470,2023-12-07,2537.57,2022-02-11
471,2023-05-26,1492.93,2021-10-29
472,2021-07-17,391.49,2023-11-15
473,2023-08-12,3778.90,2022-12-28
474,2023-05-02,-868.06,2023-02-01
475,2023-06-06,2108.70,2021-06-19
476,2021-06-06,3039.39,2022-02-17
477,2022-03-09,1683.90,2023-01-31
478,2021-02-28,3032.82,2022-02-21
479,2023-03-20,3613.12,2022-07-22
480,2023-11-07,-635.31,2023-11-11
481,2023-01-05,3495.31,2021-01-10
482,2021-12-19,2798.83,2023-02-14
483,2022-10-07,136.38,2021-03-21
484,2023-03-16,875.67,2023-08-19
485,2023-05-30,4055.29,2021-05-16
486,2023-05-21,-530.14,2021-10-22
487,2021-09-01,583.19,2023-09-18
488,2021-07-18,3968.95,2022-02-03
489,2021-09-09,-410.44,2023-02-15
490,2023-02-27,2885.14,2021-09-15
491,2023-05-12,3676.91,2022-06-25
492,2021-06-19,-418.23,2023-02-22
493,2023-03-06,2438.16,2023-05-30
494,2022-12-17,4390.54,2022-02-25
495,2022-04-01,3206.83,2023-11-07
496,2022-08-16,2972.29,2023-09-30
497,2023-03-21,988.84,2023-02-04
498,2022-10-10,4128.23,2021-07-07
499,2021-07-27,3347.30,2022-02-14
500,2022-01-22,4407.17,2023-06-20
501,2023-01-13,1345.10,2023-03-21
502,2021-11-17,1559.82,2021-09-11
503,2023-10-19,4076.95,2021-08-13
504,2022-02-21,-140.94,2021-07-08
505,2022-05-08,387.71,2021-02-27
506,2023-06-21,3954.43,2022-07-22
507,2022-04-25,2969.16,2021-10-23
508,2021-11-01,2592.56,2023-10-18
509,2022-12-11,2927.39,2022-04-30
510,2021-12-25,-287.21,2022-10-15
511,2022-03-29,-190.73,2022-03-16
512,2021-12-12,3297.12,2023-12-10
513,2023-12-16,69.61,2023-02-01
514,2022-06-12,4583.75,2022-07-30
515,2022-05-25,2453.88,2021-02-08
516,2022-09-13,2846.47,2023-12-07
517,2023-01-31,3486.35,2022-06-19
518,2021-02-27,3713.76,2021-03-27
519,2021-02-13,3425.00,2021-10-15
520,2023-11-19,244.81,2023-09-12
521,2021-03-16,-787.38,2022-04-17
522,2023-02-10,2839.74,2021-08-23
523,2022-10-30,2296.43,2022-01-10
524,2022-10-20,1570.74,2022-02-13
525,2021-02-15,4461.27,2023-11-04
526,2022-07-01,4064.58,2023-06-18
527,2022-05-09,-188.57,2022-07-27
528,2022-10-20,838.11,2022-08-23
529,2021-04-14,224.41,2021-01-06
530,2022-12-19,-672.24,2022-12-27
531,2021-04-22,3968.57,2021-10-25
532,2022-10-04,-923.00,2023-03-18
533,2023-02-04,2424.00,2021-11-08
534,2022-11-28,2236.01,2021-05-27
535,2021-08-26,4781.46,2023-01-13
536,2023-09-13,-542.47,2021-09-10
537,2021-07-04,4744.03,2022-09-06
538,2021-05-03,4054.61,2023-08-29
539,2023-02-21,2975.92,2022-02-04
540,2023-12-19,3685.71,2021-10-23
541,2023-06-01,2863.67,2021-01-30
542,2022-01-31,-852.71,2022-12-08
543,2021-06-21,-431.66,2023-12-26
544,2021-01-02,1173.20,2023-10-06
545,2022-02-28,2993.32,2021-08-11
546,2023-11-12,-533.51,2023-04-28
547,2023-09-25,1524.16,2023-03-17
548,2022-05-05,2311.35,2021-09-12
549,2021-06-19,1393.22,2023-11-18
550,2021-07-24,1789.38,2022-05-04
551,2023-09-29,1718.51,2022-03-07
552,2022-06-16,580.06,2023-10-10
553,2023-01-22,-853.51,2022-01-24
554,2023-01-28,-4.67,2022-01-24
555,2021-01-01,4774.25,2023-01-11
556,2022-10-02,-760.55,2022-07-18
557,2022-04-10,2621.53,2022-04-11
558,2023-07-28,152.85,2022-07-22
559,2023-09-03,3360.29,2022-12-07
560,2021-04-09,-897.98,2023-08-05
561,2022-09-17,4343.49,2022-01-29
562,2023-07-03,345.02,2021-08-05
563,2023-05-28,821.40,2022-09-27
564,2021-06-23,4204.76,2021-04-19
565,2022-01-04,1324.90,2023-08-10
566,2022-12-22,4654.26,2021-10-04
567,2022-10-18,3449.87,2022-02-24
568,2022-02-01,1094.28,2022-05-28
569,2022-04-02,3767.81,2022-12-24
570,2022-05-07,4718.77,2022-07-04
571,2022-08-19,216.61,2021-09-13
572,2021-05-15,2825.43,2021-10-19
573,2021-10-17,2012.07,2022-08-08
574,2023-11-29,1232.83,2021-05-18
575,2022-04-11,4751.69,2021-12-16
576,2021-03-26,4614.20,2021-06-27
577,2022-05-14,4170.44,2023-04-04
578,2023-10-21,4514.23,2023-06-01
579,2023-06-01,4.40,2023-08-06
580,2021-03-22,1775.58,2023-05-14
581,2022-08-15,3195.74,2021-12-31
582,2022-06-05,850.29,2021-06-02
583,2021-11-12,3193.53,2022-06-18
584,2021-03-11,730.45,2022-12-31
585,2022-04-18,4076.49,2021-04-04
586,2021-06-23,4898.86,2021-08-06
587,2023-07-13,-136.31,2023-09-16
588,2021-06-24,3989.44,2021-11-07
589,2022-05-11,4945.25,2021-01-04
590,2023-05-10,716.47,2023-12-05
591,2022-07-02,2228.06,2022-06-21
592,2023-06-09,-287.46,2021-01-12
593,2021-12-26,-639.75,2023-11-05
594,2023-08-27,4738.76,2022-07-04
595,2023-05-17,-921.97,2023-05-16
596,2021-07-23,423.85,2021-06-08
597,2021-06-13,2647.90,2023-05-03
598,2023-05-20,2703.11,2021-07-02
599,2023-12-02,2827.37,2022-09-02
600,2022-11-17,-531.21,2023-11-01
601,2022-02-13,3860.20,2023-08-25
602,2021-05-14,3045.55,2022-08-30
603,2022-10-10,-681.06,2023-09-13
604,2021-07-04,1282.83,2023-08-01
605,2021-07-04,1070.34,2023-02-04
606,2023-12-12,-618.47,2021-09-08
607,2021-08-04,1749.90,2022-10-06
608,2022-05-26,3559.03,2023-01-22
609,2021-07-11,493.56,2021-05-10
610,2023-11-18,2229.03,2023-07-17
611,2022-12-05,4472.14,2023-06-13
612,2023-08-26,-634.47,2022-08-20
613,2021-03-31,2957.31,2022-09-14
614,2022-08-03,4770.09,2023-08-16
615,2022-02-06,614.67,2023-10-06
616,2022-08-15,3070.35,2023-04-20
617,2023-10-06,1971.89,2023-01-23
618,2023-02-05,2864.50,2022-01-06
619,2022-11-25,-269.83,2021-04-15
620,2023-05-02,3104.29,2021-06-18
621,2023-08-15,126.21,2023-08-14
622,2022-07-31,-201.47,2021-12-30
623,2022-05-14,-48.79,2023-09-09
624,2023-01-24,-927.12,2022-06-05
625,2022-10-12,3282.40,2021-11-15
626,2021-02-24,2544.38,2023-05-05
627,2022-12-21,3839.32,2021-02-25
628,2022-07-29,2672.31,2023-01-28
629,2021-12-06,4329.05,2021-11-08
630,2021-10-05,-406.21,2022-01-04
631,2021-08-15,-575.20,2021-02-24
632,2023-07-17,2485.72,2023-05-04
633,2022-06-01,2573.74,2021-03-25
634,2023-01-23,3409.85,2023-09-26
635,2022-07-17,1270.06,2023-05-28
636,2021-01-25,4602.17,2022-04-03
637,2023-05-18,4022.35,2021-05-18
638,2022-08-14,2737.53,2022-01-04
639,2023-02-13,2001.20,2023-10-11
640,2022-11-13,2802.97,2022-01-05
641,2021-02-12,4970.68,2023-02-18
642,2022-07-29,-74.35,2021-09-26
643,2022-08-31,3356.62,2023-05-22
644,2021-06-06,3703.45,2022-08-08
645,2021-11-21,1856.86,2021-09-22
646,2021-02-04,-520.54,2021-04-11
647,2022-02-12,3301.99,2022-03-21
648,2023-05-30,298.00,2023-12-08
649,2023-02-17,3307.28,2023-06-27
650,2021-11-29,360.97,2021-09-13
651,2022-02-17,386.51,2023-02-13
652,2022-09-04,1058.25,2021-01-03
653,2021-12-13,153.27,2021-02-19
654,2022-04-04,2870.21,2021-03-20
655,2023-05-07,4377.12,2023-08-27
656,2022-05-21,3248.32,2022-11-26
657,2023-11-30,3074.89,2021-01-26
658,2021-04-29,1417.24,2022-04-05
659,2021-04-28,878.90,2022-01-28
660,2023-06-04,-383.04,2023-05-18
661,2022-01-21,2533.05,2023-07-30
662,2023-01-22,643.35,2023-05-30
663,2022-11-15,-697.97,2023-12-24
664,2023-02-02,4556.02,2022-05-09
665,2021-06-23,2013.03,2021-02-19
666,2023-07-12,4277.42,2021-01-29
667,2023-08-18,-449.03,2021-02-01
668,2021-05-29,3633.50,2021-07-27
669,2022-04-18,2096.76,2021-05-25
670,2022-07-07,2731.51,2023-04-22
